Kepler ID,RA (J2000),Dec (J2000),RA PM,Dec PM,Star/Gal ID,Teff,Log G,Metallicity,E(B-V),A_V,Radius,Parallax
11135231,290.6517900,48.7434900,0.000,0.000,0,5356,4.797,-0.086,0.103,0.320,0.639,
11135275,290.6757500,48.7205100,0.000,0.000,0,5479,4.694,-0.092,0.061,0.188,0.738,
11135286,290.6826690,48.7560500,0.000,0.000,0,4691,2.440,0.290,0.140,0.434,11.965,
11135297,290.6885400,48.7977700,0.000,0.000,0,6082,4.344,0.023,0.095,0.293,1.180,
11135303,290.6925410,48.7341400,0.000,0.000,0,5318,4.901,-0.398,0.066,0.204,0.556,
11135308,290.6937300,48.7014800,0.000,0.000,0,6080,4.332,-0.275,0.102,0.315,1.196,
11135372,290.7290800,48.7366600,0.000,0.000,0,5535,4.480,-0.267,0.144,0.447,0.970,
11135407,290.7512390,48.7217280,-0.004,0.006,0,,,,,,,
11135417,290.7566210,48.7526800,0.000,0.000,0,5964,4.566,0.109,0.148,0.458,0.894,
11135430,290.7617100,48.7130200,0.000,0.000,0,6027,4.533,-0.331,0.090,0.280,0.933,
11135438,290.7641210,48.7195500,0.000,0.000,0,5617,4.628,-0.103,0.113,0.349,0.814,
11135445,290.7675900,48.7315200,0.000,0.000,0,6427,4.555,-0.292,0.104,0.322,0.925,
11135482,290.7869100,48.7251800,0.000,0.000,0,6218,4.220,-1.455,0.128,0.396,1.385,
11135486,290.7898310,48.7504900,,,0,5336,4.514,-0.361,0.043,0.134,0.913,
11135491,290.7912900,48.7504500,0.000,0.000,0,5131,4.536,-0.271,0.044,0.136,0.870,
11135495,290.7917400,48.7847000,0.000,0.000,0,5369,4.470,-0.536,0.105,0.326,0.968,
11135574,290.8328400,48.7171800,0.000,0.000,0,5048,3.293,-0.491,0.154,0.477,4.459,
11135585,290.8393800,48.7157300,0.000,0.000,0,5109,4.525,-0.500,0.079,0.246,0.880,
11135612,290.8530000,48.7897400,0.000,0.000,0,5721,4.911,-0.459,0.066,0.204,0.573,
11135650,290.8715700,48.7936000,0.000,0.000,0,6268,4.468,-0.173,0.157,0.486,1.022,
11135657,290.8790300,48.7596200,0.000,0.000,0,5401,4.470,-0.213,0.118,0.367,0.971,
11135675,290.8874700,48.7810600,0.000,0.000,0,5535,4.448,-0.239,0.142,0.441,1.010,
11135683,290.8946000,48.7562500,0.000,0.000,0,4864,2.875,-0.542,0.157,0.487,7.318,
11135694,290.9004300,48.7461400,0.000,0.000,0,5890,4.417,-0.236,0.151,0.468,1.069,
11135705,290.9052110,48.7378400,0.000,0.000,0,5361,4.500,-0.291,0.078,0.242,0.931,
11135734,290.9161200,48.7497800,0.000,0.000,0,6112,4.595,-0.494,0.093,0.287,0.868,
11135751,290.9246700,48.7024800,0.000,0.000,0,5774,4.297,-0.268,0.080,0.247,1.233,
11135824,290.9633400,48.7382400,0.000,0.000,0,5248,4.320,-0.286,0.116,0.360,1.159,
11135880,290.9900900,48.7112100,0.000,0.000,0,5488,4.338,-0.252,0.045,0.139,1.153,
11135893,290.9960810,48.7414900,0.002,-0.010,0,6339,4.265,-0.211,0.116,0.359,1.314,
11135903,291.0015900,48.7485800,0.000,0.000,0,5309,4.556,0.091,0.096,0.298,0.864,
11135910,291.0054600,48.7892400,0.000,0.000,0,4864,2.513,-0.373,0.137,0.425,11.032,
11135942,291.0228600,48.7039800,0.000,0.000,0,5664,4.525,-0.006,0.096,0.298,0.927,
11135974,291.0379610,48.7909500,0.000,0.000,0,5989,4.540,-0.157,0.083,0.257,0.923,
11135978,291.0413400,48.7180300,0.000,0.000,0,5004,2.547,-0.055,0.169,0.524,10.649,
11135986,291.0462000,48.7889200,0.000,0.000,0,4795,3.204,-0.417,0.163,0.505,4.947,
11135991,291.0503490,48.7341300,0.000,0.000,0,6098,4.486,-0.108,0.138,0.428,0.991,
11136012,291.0590700,48.7214000,0.000,0.000,0,5767,4.504,-0.438,0.145,0.448,0.955,
11136049,291.0802500,48.7019800,0.000,0.000,0,4653,2.856,0.179,0.144,0.447,7.438,
11136077,291.0939900,48.7253400,0.000,0.000,0,5553,4.766,-0.077,0.112,0.348,0.678,
11136098,291.1029600,48.7301000,0.000,0.000,0,5997,4.525,-0.181,0.103,0.319,0.941,
11136111,291.1131100,48.7991810,0.000,0.000,0,,,,,,,
11136114,291.1141910,48.7989500,0.000,0.000,0,5274,4.563,0.028,0.096,0.298,0.853,
11136118,291.1188900,48.7200300,0.000,0.000,0,5608,4.735,-0.138,0.123,0.382,0.710,
11136130,291.1302600,48.7437000,-0.010,-0.002,0,4899,4.684,-0.298,0.105,0.327,0.693,
11136139,291.1340600,48.7614800,0.000,0.000,0,4786,2.707,-0.016,0.144,0.446,8.828,
11136148,291.1395000,48.7035600,0.000,0.000,0,6030,4.608,0.153,0.086,0.266,0.852,
11136151,291.1410900,48.7504900,0.000,0.000,0,5067,4.730,-0.020,0.109,0.338,0.673,
11136189,291.1599410,48.7664600,0.000,0.000,0,5171,4.451,-0.585,0.133,0.413,0.974,
11136235,291.1855500,48.7199600,0.000,0.000,0,5270,4.812,0.310,0.069,0.214,0.620,
11136279,291.2035700,48.7696200,0.000,0.000,0,5460,4.607,-0.328,0.117,0.363,0.823,
11136302,291.2115600,48.7900500,0.000,0.000,0,5949,4.507,-0.160,0.143,0.444,0.960,
11136332,291.2248300,48.7943700,0.000,0.000,0,5194,4.329,-0.423,0.111,0.345,1.141,
11136335,291.2273400,48.7994800,0.000,0.000,0,6431,4.221,-0.097,0.128,0.396,1.396,
11136338,291.2280000,48.7440700,0.000,0.000,0,4747,2.599,-0.189,0.094,0.291,9.967,
11136376,291.2555400,48.7340300,0.000,0.000,0,5915,4.328,-0.540,0.112,0.346,1.194,
11136379,291.2575010,48.7399400,0.000,0.000,0,6071,4.340,-0.284,0.125,0.389,1.184,
11136403,291.2723600,48.7100400,0.000,0.000,0,5747,4.995,0.007,0.111,0.344,0.515,
11136412,291.2779610,48.7376500,0.000,0.000,0,5613,4.724,0.022,0.111,0.343,0.720,
11136417,291.2800500,48.7288600,0.000,0.000,0,4317,4.725,-0.548,0.037,0.116,0.565,
11136421,291.2817710,48.7524900,0.000,0.000,0,4522,1.763,-0.614,0.147,0.457,26.476,
11136471,291.3080700,48.7770200,0.000,0.000,0,5850,4.435,-0.373,0.114,0.352,1.044,
11136482,291.3159200,48.7080700,0.000,0.000,0,5790,4.487,-0.430,0.105,0.326,0.977,
11136494,291.3207000,48.7332500,0.000,0.000,0,5894,4.503,-0.349,0.065,0.201,0.963,
11136513,291.3302400,48.7940700,0.000,0.000,0,5131,4.055,-0.272,0.071,0.220,1.647,
11136525,291.3362100,48.7663600,0.000,0.000,0,6288,4.433,-0.319,0.102,0.318,1.066,
11136578,291.3614790,48.7977700,0.000,0.000,0,4791,3.009,0.009,0.121,0.375,6.248,
11136627,291.3922200,48.7302500,0.000,0.000,0,6523,4.409,-0.326,0.122,0.377,1.110,
11136629,291.3927000,48.7077600,0.000,0.000,0,5581,4.541,-0.301,0.093,0.287,0.903,
11136662,291.4107800,48.7808200,0.000,0.000,0,6156,4.694,-0.193,0.101,0.312,0.769,
11136675,291.4226000,48.7429000,0.000,0.000,0,5676,4.509,-0.069,0.089,0.275,0.945,
11136684,291.4270500,48.7802500,0.000,0.000,0,5701,4.619,-0.336,0.127,0.395,0.826,
11136690,291.4307100,48.7975300,0.000,0.000,0,5037,2.587,-0.403,0.178,0.552,10.175,
11136697,291.4327910,48.7084300,0.000,0.000,0,5935,4.455,-0.423,0.122,0.379,1.023,
11136713,291.4407600,48.7900100,0.000,0.000,0,5558,4.460,-0.065,0.142,0.440,0.997,
11136719,291.4431000,48.7002600,0.000,0.000,0,6287,4.271,-0.147,0.054,0.167,1.302,
11136731,291.4518870,48.7456550,0.000,0.000,0,,,,,,,
11136757,291.4651500,48.7679300,0.000,0.000,0,5312,4.422,0.029,0.129,0.399,1.024,
11136762,291.4678800,48.7227500,0.000,0.000,0,5113,4.516,0.051,0.100,0.310,0.892,
11136767,291.4695600,48.7452700,0.000,0.000,0,5552,4.534,-0.376,0.097,0.301,0.909,
11136776,291.4735100,48.7960200,0.000,0.000,0,5277,4.580,-0.115,0.119,0.369,0.835,
11136812,291.4893900,48.7028600,0.000,0.000,0,5824,4.467,-0.276,0.092,0.284,1.002,
11136816,291.4899000,48.7069600,0.000,0.000,0,5742,4.844,-0.033,0.118,0.365,0.624,
11136831,291.4948200,48.7950900,0.000,0.000,0,5929,4.423,-0.513,0.147,0.455,1.063,
11136848,291.5008800,48.7739300,0.000,0.000,0,5999,4.561,-0.212,0.110,0.343,0.901,
11136854,291.5056310,48.7161300,0.000,0.000,0,5160,2.670,0.103,0.134,0.416,9.291,
11136877,291.5217600,48.7050600,0.000,0.000,0,5098,3.457,0.026,0.147,0.456,3.626,
11136885,291.5253110,48.7418400,0.000,0.000,0,4919,3.144,-0.093,0.172,0.532,5.327,
11136899,291.5332200,48.7629200,0.000,0.000,0,5441,4.477,-0.123,0.142,0.440,0.966,
11136900,291.5333100,48.7244400,0.000,0.000,0,5521,4.358,0.051,0.074,0.230,1.127,
11136902,291.5340600,48.7445800,0.000,0.000,0,5359,4.712,0.074,0.104,0.324,0.712,
11136956,291.5692800,48.7874800,0.000,0.000,0,5967,4.584,-0.212,0.117,0.364,0.874,
11136960,291.5705600,48.7308600,0.000,0.000,0,6262,4.359,-0.166,0.127,0.394,1.167,
11136970,291.5746500,48.7626300,0.000,0.000,0,4961,4.180,-0.646,0.103,0.318,1.371,
11137056,291.6120800,48.7721800,0.000,0.000,0,4944,3.641,0.295,0.137,0.425,2.861,
11137061,291.6136590,48.7494500,0.000,0.000,0,5246,4.568,-0.363,0.093,0.288,0.845,
11137065,291.6164400,48.7756400,0.000,0.000,0,5279,4.335,-0.224,0.119,0.368,1.139,
11137075,291.6211100,48.7121300,0.000,0.000,0,5425,4.166,0.003,0.040,0.124,1.435,
11137116,291.6430100,48.7550500,0.000,0.000,0,4961,3.438,0.103,0.146,0.452,3.707,
11137128,291.6474990,48.7899600,0.000,0.000,0,5330,4.749,0.070,0.079,0.245,0.677,
11137143,291.6564300,48.7256400,0.000,0.000,0,5895,4.474,-0.134,0.082,0.255,0.997,
11137167,291.6662400,48.7706800,0.000,0.000,0,4917,3.382,-0.373,0.156,0.483,3.976,
11137170,291.6680790,48.7480300,0.000,0.000,0,6214,4.273,-0.444,0.122,0.379,1.294,
11137180,291.6756110,48.7625600,0.000,0.000,0,4915,4.666,0.111,0.094,0.291,0.712,
11137193,291.6828300,48.7860300,0.000,0.000,0,5410,4.637,-0.794,0.134,0.414,0.787,
11137198,291.6848400,48.7919600,0.000,0.000,0,5787,4.459,-0.143,0.148,0.459,1.011,
11137232,291.6987600,48.7993200,0.000,0.000,0,5973,4.521,-0.126,0.154,0.477,0.945,
11137289,291.7349100,48.7769400,0.000,0.000,0,5707,4.482,-0.282,0.126,0.390,0.979,
11137302,291.7422110,48.7423300,0.000,0.000,0,6004,4.400,-0.352,0.119,0.369,1.097,
11137327,291.7552290,48.7837200,0.000,0.000,0,5884,4.351,-0.094,0.138,0.429,1.160,
11137332,291.7576310,48.7067100,0.000,0.000,0,5554,4.595,0.127,0.102,0.317,0.843,
11137355,291.7702610,48.7120300,0.000,0.000,0,5204,4.574,0.237,0.094,0.293,0.836,
11137358,291.7717500,48.7476600,0.000,0.000,0,5646,4.529,-0.089,0.138,0.428,0.921,
11137370,291.7782110,48.7648000,0.000,0.000,0,5722,4.396,-0.093,0.120,0.371,1.089,
11137377,291.7829810,48.7939000,0.000,0.000,0,7205,4.005,-0.089,0.145,0.450,1.911,
11137395,291.7905000,48.7965800,0.000,0.000,0,6064,4.157,-0.301,0.049,0.151,1.493,
11137409,291.7970600,48.7691300,0.000,0.000,0,4682,4.576,-0.139,0.059,0.183,0.761,
11137433,291.8110610,48.7397800,0.000,0.000,0,6000,4.521,-0.056,0.141,0.437,0.946,
11137479,291.8319500,48.7464100,0.000,0.000,0,5702,4.499,-0.248,0.108,0.336,0.958,
11137502,291.8411810,48.7767400,0.000,0.000,0,4951,3.770,-0.410,0.095,0.294,2.411,
11137503,291.8413800,48.7226700,0.000,0.000,0,5603,4.749,0.140,0.131,0.407,0.697,
11137508,291.8440800,48.7723400,0.000,0.000,0,6020,4.437,-0.116,0.126,0.392,1.049,
11137552,291.8639220,48.7510470,0.000,0.000,0,,,,,,,
11137646,291.9083600,48.7704500,0.000,0.000,0,5721,4.419,-0.139,0.100,0.309,1.059,
11137668,291.9163800,48.7275500,0.000,0.000,0,4980,4.590,-0.455,0.097,0.300,0.797,
11137684,291.9236400,48.7325100,0.000,0.000,0,5842,4.333,-0.406,0.103,0.319,1.183,
11137770,291.9630000,48.7714100,0.000,0.000,0,5293,4.410,-0.505,0.132,0.408,1.037,
11137841,292.0006500,48.7419100,0.000,0.000,0,6189,4.303,-0.037,0.052,0.162,1.246,
11137879,292.0229600,48.7771300,0.000,0.000,0,5221,4.639,-0.017,0.108,0.336,0.770,
11137924,292.0433900,48.7605300,0.054,0.064,0,3691,4.527,0.515,0.038,0.117,0.617,
11137929,292.0458300,48.7849400,0.000,0.000,0,5551,4.869,-0.245,0.063,0.194,0.596,
11138239,292.2050500,48.7886900,0.000,0.000,0,5854,4.725,0.257,0.136,0.422,0.729,
11152711,298.1385900,48.7888100,0.000,0.000,0,5714,4.665,-0.362,0.133,0.413,0.781,
11152759,298.1615700,48.7922400,0.000,0.000,0,5007,3.573,-0.335,0.141,0.437,3.130,
11152823,298.1825000,48.7924600,0.000,0.000,0,4846,2.470,-0.326,0.131,0.407,11.590,
11152950,298.2305300,48.7941100,0.000,0.000,0,6399,4.207,-0.163,0.116,0.360,1.419,
11175181,282.3535280,48.8658280,0.000,0.000,0,,,,,,,
11175271,282.4049100,48.8814500,0.000,0.000,0,4757,2.749,-0.133,0.129,0.399,8.411,
11177538,284.1278100,48.8137900,0.000,0.000,0,5994,4.566,-0.003,0.105,0.324,0.895,
11177581,284.1590900,48.8040400,0.000,0.000,0,5880,4.502,-0.018,0.099,0.308,0.963,
11177676,284.2233300,48.8317700,0.000,0.000,0,5360,4.738,-0.342,0.085,0.264,0.688,
11177707,284.2513100,48.8096100,0.000,0.000,0,5288,4.770,-0.439,0.100,0.311,0.656,
11177708,284.2514100,48.8163900,0.000,0.000,0,5842,4.487,-0.143,0.125,0.389,0.979,
11177727,284.2701000,48.8951100,0.000,0.000,0,4657,2.532,-0.170,0.121,0.375,10.754,
11177729,284.2707410,48.8746200,0.000,0.000,0,4991,2.638,-0.115,0.128,0.397,9.591,
11177741,284.2778200,48.8416400,0.000,0.000,0,4416,4.793,-0.721,0.051,0.159,0.534,
11177749,284.2924800,48.8018800,0.000,0.000,0,4751,2.602,-0.305,0.108,0.334,9.935,
11177753,284.2985060,48.8495600,0.000,0.000,0,,,,,,,
11177822,284.3521010,48.8551200,0.000,0.000,0,6037,4.677,-0.368,0.092,0.285,0.781,
11177871,284.3879700,48.8507100,0.000,0.000,0,5793,4.378,-0.527,0.096,0.299,1.117,
11177890,284.4046200,48.8399000,0.000,0.000,0,5214,3.970,-0.132,0.099,0.305,1.856,
11177941,284.4502310,48.8070320,0.000,0.000,0,,,,,,,
11177950,284.4581210,48.8724400,0.000,0.000,0,5583,4.510,0.310,0.092,0.286,0.939,
11177958,284.4644510,48.8890700,0.000,0.000,0,5678,4.434,0.226,0.122,0.378,1.037,
11177962,284.4673200,48.8185500,0.000,0.000,0,5250,4.723,-0.521,0.099,0.307,0.693,
11177986,284.4854490,48.8489670,0.000,0.000,0,,,,,,,
11178007,284.5046300,48.8398300,0.000,0.000,0,5681,4.400,-0.205,0.146,0.453,1.082,
11178008,284.5062900,48.8174500,0.000,0.000,0,6164,4.271,-0.277,0.116,0.358,1.294,
11178059,284.5406540,48.8535370,0.000,0.000,0,,,,,,,
11178069,284.5459200,48.8294500,0.000,0.000,0,5614,4.591,-0.047,0.113,0.349,0.852,
11178080,284.5534010,48.8199400,0.000,0.000,0,5404,4.231,-0.024,0.050,0.155,1.314,
11178099,284.5665300,48.8116700,0.000,0.000,0,5944,4.427,-0.510,0.070,0.216,1.059,
11178117,284.5790300,48.8601200,0.000,0.000,0,5790,4.444,0.102,0.118,0.365,1.029,
11178132,284.5908500,48.8349400,0.000,0.000,0,5985,4.417,-0.235,0.131,0.405,1.074,
11178143,284.6008200,48.8904000,0.000,0.000,0,5798,4.630,-0.008,0.097,0.300,0.819,
11178144,284.6008880,48.8209700,-0.002,-0.003,0,,,,,,,
11178147,284.6018750,48.8684610,0.000,0.000,0,,,,,,,
11178155,284.6092200,48.8857200,0.000,0.000,0,5722,4.543,-0.208,0.122,0.378,0.909,
11178166,284.6142200,48.8487500,0.000,0.000,0,5366,4.608,-0.046,0.118,0.365,0.813,
11178256,284.6753210,48.8756400,0.000,0.000,0,5332,4.535,-0.224,0.103,0.318,0.889,
11178331,284.7158210,48.8618200,0.000,0.000,0,5363,4.717,-0.550,0.077,0.239,0.708,
11178356,284.7360500,48.8443900,0.000,0.000,0,5743,4.618,-0.017,0.109,0.338,0.829,
11178396,284.7585600,48.8919800,0.000,0.000,0,5036,3.098,-0.642,0.109,0.338,5.642,
11179565,285.5443320,48.8064610,0.000,0.000,0,,,,,,,
11180203,285.9352700,48.8986300,0.000,0.000,0,6358,4.243,-0.406,0.093,0.289,1.352,
11180206,285.9366000,48.8881400,0.000,0.000,0,5896,4.431,-0.260,0.084,0.261,1.051,
11180222,285.9464300,48.8400100,0.000,0.000,0,5954,4.190,-1.110,0.070,0.218,1.425,
11180254,285.9625800,48.8728900,0.000,0.000,0,5922,4.629,-0.277,0.098,0.304,0.825,
11180271,285.9744000,48.8607700,0.000,0.000,0,5995,4.534,-0.027,0.129,0.400,0.931,
11180378,286.0212300,48.8386400,0.000,0.000,0,4873,2.535,0.155,0.146,0.453,10.762,
11180430,286.0498910,48.8493400,0.000,0.000,0,5740,4.581,-0.071,0.128,0.397,0.868,
11180440,286.0546910,48.8407800,0.000,0.000,0,5853,4.621,-0.311,0.081,0.250,0.830,
11180465,286.0676400,48.8631800,0.000,0.000,0,6144,4.665,-0.126,0.120,0.373,0.797,
11180468,286.0684290,48.8372900,0.000,0.000,0,4732,2.206,0.240,0.120,0.373,15.733,
11180493,286.0852200,48.8716300,0.000,0.000,0,4976,3.276,-0.168,0.142,0.441,4.545,
11180509,286.0962900,48.8411600,0.000,0.000,0,5919,4.336,-0.103,0.079,0.245,1.183,
11180609,286.1532300,48.8405000,0.000,0.000,0,5433,4.705,-0.155,0.092,0.286,0.723,
11181257,286.5593100,48.8014400,0.000,0.000,0,5685,4.390,-0.232,0.131,0.407,1.095,
11181441,286.6789800,48.8648300,0.000,0.000,0,5799,4.662,-0.092,0.115,0.355,0.787,
11181476,286.7058140,48.8000470,0.000,0.000,0,,,,,,,
11181529,286.7408100,48.8459800,0.000,0.000,0,5059,4.151,-1.271,0.079,0.245,1.437,
11181537,286.7504900,48.8153200,0.000,0.000,0,5568,4.387,-0.286,0.067,0.209,1.091,
11181600,286.8039000,48.8108100,0.000,0.000,0,4742,3.130,-0.238,0.136,0.421,5.401,
11181612,286.8139800,48.8960800,0.000,0.000,0,5679,4.309,-0.920,0.118,0.367,1.209,
11181628,286.8229500,48.8254000,0.000,0.000,0,5232,4.642,0.015,0.107,0.332,0.768,
11181632,286.8259910,48.8947000,0.000,0.000,0,6257,4.400,-0.164,0.100,0.311,1.109,
11181653,286.8426500,48.8315300,0.000,0.000,0,5667,4.557,-0.305,0.119,0.370,0.892,
11181672,286.8546710,48.8428000,0.000,0.000,0,5663,4.560,-0.594,0.105,0.327,0.887,
11181711,286.8767700,48.8472800,0.000,0.000,0,5543,4.438,-0.146,0.110,0.342,1.022,
11181745,286.9025100,48.8673400,0.000,0.000,0,5657,4.591,-0.016,0.131,0.405,0.854,
11181758,286.9164000,48.8882400,0.000,0.000,0,5110,4.410,-0.741,0.091,0.282,1.022,
11181828,286.9555610,48.8235600,0.000,0.000,0,4906,2.772,-0.741,0.145,0.448,8.232,
11181860,286.9750800,48.8908100,0.000,0.000,0,4490,2.145,-0.032,0.087,0.271,16.838,
11181891,286.9950000,48.8470300,0.000,0.000,0,4953,2.589,-0.121,0.153,0.476,10.124,
11182025,287.0944700,48.8174100,0.000,0.000,0,5316,4.533,-0.244,0.111,0.343,0.890,
11182210,287.2210910,48.8272700,0.000,0.000,0,5787,4.377,-0.293,0.068,0.212,1.117,
11182213,287.2235100,48.8132500,0.000,0.000,0,5672,4.383,-0.280,0.131,0.405,1.103,
11182260,287.2607300,48.8465100,0.008,0.028,0,4842,4.227,-0.768,0.064,0.199,1.265,
11183145,287.8704900,48.8064600,0.000,0.000,0,5705,4.540,-0.457,0.119,0.369,0.912,
11183259,287.9439690,48.8139560,0.000,0.000,0,,,,,,,
11183363,288.0043910,48.8209900,0.000,0.000,0,6008,4.814,-0.177,0.105,0.324,0.658,
11183423,288.0430380,48.8002970,0.000,0.000,0,,,,,,,
11183428,288.0457800,48.8232700,0.000,0.000,0,5171,4.275,-0.070,0.091,0.281,1.222,
11187274,290.0668700,48.8122700,0.000,0.000,0,6123,4.468,-0.504,0.146,0.454,1.014,
11187309,290.0870720,48.8436960,0.000,0.000,0,,,,,,,
11187332,290.1006000,48.8764000,0.000,0.000,0,5567,4.690,0.019,0.109,0.339,0.749,
11187382,290.1268200,48.8957000,0.000,0.000,0,5103,4.518,-0.104,0.078,0.240,0.889,
11187436,290.1563400,48.8189900,0.000,0.000,0,4813,4.575,-0.419,0.099,0.308,0.784,
11187438,290.1590000,48.8707900,0.000,0.000,0,5817,4.460,-0.516,0.115,0.358,1.011,
11187491,290.1930600,48.8657600,0.000,0.000,0,5373,4.535,-0.164,0.098,0.303,0.893,
11187499,290.1996200,48.8675400,0.000,0.000,0,5529,4.596,-0.073,0.134,0.416,0.840,
11187588,290.2517190,48.8955200,0.000,0.000,0,6061,4.145,-0.380,0.074,0.230,1.516,
11187608,290.2596480,48.8949590,0.000,0.000,0,,,,,,,
11187624,290.2711800,48.8865000,0.000,0.000,0,5230,4.663,-0.215,0.105,0.325,0.747,
11187707,290.3216100,48.8446400,0.000,0.000,0,5067,4.679,-0.311,0.110,0.341,0.718,
11187716,290.3242400,48.8148000,0.000,0.000,0,5183,4.514,-0.499,0.067,0.209,0.900,
11187717,290.3250200,48.8704400,0.000,0.000,0,5566,4.516,-0.326,0.135,0.420,0.930,
11187729,290.3347400,48.8719200,0.000,0.000,0,5285,4.490,-0.292,0.080,0.249,0.937,
11187754,290.3529300,48.8009900,0.000,0.000,0,6420,4.447,-0.469,0.124,0.383,1.055,
11187782,290.3686520,48.8884890,0.000,0.000,0,,,,,,,
11187792,290.3747510,48.8095500,0.000,0.000,0,6009,5.016,-0.194,0.101,0.312,0.511,
11187813,290.3877710,48.8503600,0.000,0.000,0,6652,4.066,-0.244,0.090,0.280,1.718,
11187885,290.4274800,48.8632900,0.000,0.000,0,5535,4.832,-0.511,0.111,0.344,0.623,
11187895,290.4326300,48.8243400,0.000,0.000,0,6071,4.035,-0.318,0.099,0.308,1.747,
11187898,290.4338100,48.8580700,0.000,0.000,0,5695,4.490,-0.122,0.121,0.374,0.969,
11187906,290.4387770,48.8712510,0.000,0.000,0,,,,,,,
11187972,290.4780000,48.8546440,0.000,0.000,0,,,,,,,
11188013,290.5049810,48.8408800,0.000,0.000,0,5413,4.478,-0.462,0.135,0.419,0.962,
11188061,290.5278300,48.8997200,0.002,-0.008,0,5569,4.956,-0.192,0.108,0.336,0.534,
11188067,290.5336610,48.8345400,0.000,0.000,0,4785,2.167,0.259,0.151,0.469,16.473,
11188090,290.5428000,48.8086500,0.000,0.000,0,5441,4.605,-0.453,0.111,0.344,0.823,
11188109,290.5533600,48.8524500,0.000,0.000,0,5158,4.577,-0.278,0.102,0.315,0.828,
11188113,290.5554000,48.8966700,0.000,0.000,0,6344,4.057,-0.441,0.139,0.430,1.714,
11188163,290.5845600,48.8530900,-0.050,0.034,0,5608,4.281,0.026,0.111,0.344,1.248,
11188172,290.5888010,48.8129900,0.004,0.012,0,6026,4.507,-0.286,0.112,0.346,0.963,
11188192,290.5973300,48.8996300,0.000,0.000,0,4790,3.444,-0.163,0.067,0.207,3.669,
11188219,290.6196800,48.8294300,0.000,0.000,0,5775,4.105,-0.044,0.054,0.168,1.580,
11188249,290.6373600,48.8831320,0.000,0.000,0,,,,,,,
11188254,290.6430000,48.8875000,0.000,0.000,0,6193,4.305,-0.205,0.129,0.400,1.243,
11188256,290.6436900,48.8608700,0.000,0.000,0,5700,4.455,0.176,0.139,0.432,1.012,
11188306,290.6718390,48.8136300,0.000,0.000,0,5052,2.755,-0.343,0.167,0.519,8.415,
11188310,290.6726000,48.8500600,0.000,0.000,0,6358,4.240,-0.705,0.097,0.300,1.358,
11188334,290.6862840,48.8138720,0.000,0.000,0,,,,,,,
11188344,290.6906890,48.8745200,0.000,0.000,0,5860,4.422,-0.081,0.117,0.363,1.062,
11188345,290.6921210,48.8513100,0.000,0.000,0,5864,4.394,-0.082,0.148,0.459,1.099,
11188378,290.7110450,48.8171190,0.000,0.000,0,,,,,,,
11188388,290.7156200,48.8457100,0.000,0.000,0,5896,4.500,-0.484,0.143,0.443,0.966,
11188401,290.7212300,48.8711100,0.000,0.000,0,5371,4.415,-0.316,0.096,0.297,1.038,
11188460,290.7599510,48.8077800,0.000,0.000,0,5581,4.488,-0.031,0.121,0.374,0.964,
11188464,290.7611210,48.8004100,0.000,0.000,0,5656,4.498,0.007,0.112,0.346,0.958,
11188479,290.7657200,48.8976900,0.000,0.000,0,4455,2.613,-0.123,0.142,0.439,9.743,
11188489,290.7705800,48.8150700,0.000,0.000,0,5541,4.481,-0.259,0.089,0.276,0.969,
11188512,290.7883500,48.8949100,0.000,0.000,0,5783,4.182,-0.685,0.108,0.335,1.428,
11188530,290.7972410,48.8836600,0.000,0.000,0,4168,4.730,-0.668,0.038,0.118,0.534,
11188542,290.8046700,48.8559500,0.000,0.000,0,5918,4.378,-0.066,0.159,0.493,1.123,
11188601,290.8416000,48.8100500,0.000,0.000,0,4545,4.574,-0.342,0.080,0.249,0.740,
11188605,290.8441260,48.8673010,0.000,0.000,0,,,,,,,
11188610,290.8487700,48.8106800,0.000,0.000,0,4817,3.028,-0.515,0.163,0.506,6.107,
11188628,290.8660610,48.8059200,0.000,0.000,0,5121,4.868,-0.446,0.077,0.238,0.567,
11188636,290.8716500,48.8140000,0.000,0.000,0,7092,3.980,-0.403,0.179,0.554,1.958,
11188735,290.9322390,48.8983000,0.000,0.000,0,5287,4.511,-0.257,0.090,0.278,0.912,
11188801,290.9727300,48.8178800,0.000,0.000,0,5924,4.530,-0.088,0.143,0.443,0.933,
11188817,290.9833010,48.8070300,0.000,0.000,0,5306,4.485,0.051,0.116,0.359,0.944,
11188833,290.9906100,48.8127700,0.000,0.000,0,4800,3.030,0.325,0.161,0.500,6.097,
11188865,291.0162900,48.8071800,0.000,0.000,0,5103,3.206,-0.051,0.164,0.507,4.965,
11188895,291.0313100,48.8911300,0.000,0.000,0,5599,4.359,-0.194,0.112,0.348,1.132,
11188907,291.0385400,48.8805400,0.000,0.000,0,5666,4.348,-0.296,0.147,0.457,1.152,
11188934,291.0525000,48.8141900,0.000,0.000,0,6343,4.181,-0.344,0.106,0.327,1.463,
11188947,291.0565000,48.8818900,0.000,0.000,0,5805,4.511,-0.368,0.135,0.418,0.949,
11188956,291.0637100,48.8464900,0.000,0.000,0,4017,4.481,-0.212,0.013,0.041,0.729,
11188964,291.0686510,48.8290800,0.000,0.000,0,5580,4.619,-0.366,0.109,0.338,0.820,
11189005,291.0908000,48.8892500,0.000,0.000,0,5743,4.808,-0.461,0.102,0.316,0.653,
