Kepler ID,RA (J2000),Dec (J2000),RA PM,Dec PM,Star/Gal ID,Teff,Log G,Metallicity,E(B-V),A_V,Radius,Parallax
3543306,291.0672200,38.6906900,-0.003,0.001,0,6419,4.692,-0.072,0.099,0.308,0.780,
3543326,291.0710810,38.6548200,-0.008,-0.013,0,5730,4.978,-0.164,0.131,0.405,0.527,
3543331,291.0715500,38.6377800,0.008,-0.007,0,4210,4.735,-0.548,0.048,0.148,0.538,
3543341,291.0761900,38.6821400,0.004,0.004,0,5348,4.385,-0.046,0.083,0.258,1.075,
3543356,291.0825200,38.6645900,0.002,0.009,0,5307,4.925,-0.155,0.102,0.318,0.538,
3543358,291.0826500,38.6025600,0.004,0.006,0,6268,4.512,-0.295,0.115,0.355,0.968,
3543363,291.0837600,38.6202000,-0.005,-0.003,0,6029,4.736,-0.067,0.139,0.432,0.725,
3543368,291.0854100,38.6428100,-0.016,-0.011,0,5185,4.817,0.048,0.101,0.314,0.610,
3543374,291.0869510,38.6897600,-0.005,-0.013,0,5395,5.022,0.159,0.093,0.288,0.480,
3543380,291.0906600,38.6112400,-0.003,-0.014,0,5944,4.568,-0.354,0.151,0.469,0.891,
3543416,291.0996500,38.6015400,-0.005,-0.007,0,5470,4.670,0.180,0.109,0.337,0.760,
3543433,291.1049400,38.6790700,-7.000e-4,-0.003,0,4477,2.205,0.428,0.156,0.485,15.685,
3543443,291.1095110,38.6858300,-0.006,0.005,0,4874,3.316,0.043,0.182,0.563,4.318,
3543446,291.1111100,38.6577200,-0.020,0.024,0,5064,4.118,-1.049,0.107,0.331,1.505,
3543511,291.1239200,38.6482900,-0.004,-0.003,0,5384,4.947,-0.340,0.107,0.333,0.529,
3543629,291.1569900,38.6532300,-0.004,-0.004,0,5940,4.595,-0.062,0.136,0.421,0.861,
3543690,291.1750800,38.6359600,0.002,-0.008,0,5652,4.749,-0.111,0.127,0.395,0.700,
3543722,291.1827600,38.6918600,0.000,0.000,0,4471,2.822,-0.075,0.170,0.527,7.691,
3543770,291.1997510,38.6963600,-0.004,-0.009,0,6060,4.488,-0.071,0.170,0.527,0.988,
3543775,291.2016300,38.6137400,-0.002,0.015,0,5334,4.696,-0.479,0.099,0.307,0.725,
3543794,291.2058710,38.6092100,-0.006,9.000e-4,0,6272,4.603,-0.269,0.183,0.566,0.866,
3543811,291.2105700,38.6886900,-0.008,-0.007,0,6002,4.422,-0.443,0.173,0.535,1.068,
3543813,291.2114000,38.6160400,0.006,-0.010,0,6157,4.469,-0.072,0.179,0.554,1.015,
3543814,291.2117300,38.6384900,-0.006,-1.000e-4,0,5362,4.444,-0.864,0.076,0.234,0.999,
3543887,291.2314310,38.6204400,0.000,0.000,0,4754,3.223,-0.291,0.163,0.507,4.834,
3543899,291.2364000,38.6798500,-0.009,-0.009,0,5600,4.746,-0.541,0.057,0.178,0.699,
3543909,291.2385600,38.6621900,-0.003,-0.006,0,5832,4.539,-0.540,0.102,0.317,0.918,
3543931,291.2428910,38.6892600,-0.005,-0.002,0,7274,4.054,0.112,0.152,0.471,1.806,
3543989,291.2572310,38.6534800,-0.010,0.012,0,5904,4.609,-0.159,0.171,0.532,0.845,
3544015,291.2637100,38.6556700,0.002,0.008,0,6126,4.561,-0.169,0.132,0.408,0.906,
3544054,291.2755500,38.6925800,-0.002,6.000e-4,0,5505,4.866,-0.414,0.121,0.377,0.595,
3544063,291.2784600,38.6561400,-0.009,0.002,0,5002,3.071,-0.110,0.174,0.540,5.822,
3544100,291.2856000,38.6268400,-0.011,-0.010,0,5175,4.093,-0.474,0.141,0.436,1.567,
3544106,291.2871400,38.6675100,0.004,-0.006,0,5178,4.723,-0.047,0.116,0.358,0.688,
3544121,291.2902310,38.6834100,-0.002,8.000e-4,0,4883,3.241,-0.176,0.180,0.557,4.737,
3544142,291.2969400,38.6824100,0.000,0.000,0,5349,4.624,-0.170,0.142,0.441,0.796,
3544163,291.3033110,38.6863000,0.000,0.000,0,6159,4.596,-0.608,0.174,0.539,0.869,
3544175,291.3089200,38.6492800,-0.005,-0.010,0,5978,4.633,0.053,0.122,0.379,0.824,
3544201,291.3136910,38.6848900,-0.002,-0.004,0,4837,2.858,0.192,0.170,0.526,7.458,
3544208,291.3158100,38.6003600,0.004,-3.000e-4,0,4765,4.419,-0.951,0.093,0.289,0.961,
3544229,291.3215700,38.6761900,-0.001,-0.008,0,6171,4.669,-0.155,0.166,0.515,0.794,
3544256,291.3276300,38.6890400,0.011,0.005,0,5201,4.693,0.191,0.124,0.386,0.717,
3544258,291.3277800,38.6352900,-0.005,-0.007,0,5932,4.530,-0.077,0.137,0.425,0.933,
3544260,291.3278700,38.6699100,-0.008,-0.008,0,6486,4.462,0.045,0.150,0.464,1.038,
3544323,291.3440000,38.6010800,-0.003,0.007,0,5759,4.654,-0.278,0.119,0.370,0.794,
3544342,291.3506210,38.6837700,-0.007,-0.025,0,5591,4.709,-0.240,0.148,0.459,0.733,
3544346,291.3513110,38.6987000,-0.010,0.007,0,5673,4.833,-0.150,0.071,0.220,0.630,
3544352,291.3531600,38.6561100,-0.002,-0.003,0,6001,4.507,-0.121,0.137,0.426,0.963,
3544371,291.3563000,38.6635100,0.004,-0.004,0,5694,4.527,-0.115,0.118,0.366,0.925,
3544384,291.3599810,38.6304800,-0.002,6.000e-4,0,6102,4.580,-0.031,0.175,0.542,0.884,
3544390,291.3620810,38.6157600,-0.006,0.004,0,4914,3.072,0.188,0.212,0.656,5.805,
3544418,291.3706500,38.6378300,0.000,0.000,0,5564,4.624,0.296,0.148,0.458,0.814,
3544421,291.3709700,38.6434500,-0.001,-0.010,0,5123,3.579,-0.079,0.177,0.550,3.112,
3544426,291.3715800,38.6484500,-0.002,-0.007,0,5279,4.300,0.312,0.138,0.429,1.191,
3544437,291.3760200,38.6293700,0.000,0.000,0,5877,4.504,-0.090,0.153,0.476,0.960,
3544494,291.3902600,38.6008800,-0.004,-0.018,0,5189,3.758,-0.292,0.158,0.489,2.458,
3544501,291.3915000,38.6298300,0.002,8.000e-4,0,5843,4.648,-0.086,0.141,0.438,0.803,
3544534,291.3996390,38.6441800,0.009,0.002,0,4759,2.843,0.156,0.211,0.655,7.566,
3544556,291.4065450,38.6254080,-0.002,0.001,0,,,,,,,
3544594,291.4179800,38.6774800,-0.012,0.014,0,6555,4.443,0.083,0.145,0.449,1.067,
3544595,291.4182900,38.6723600,-0.030,-0.005,0,5480,4.429,-0.051,0.021,0.066,1.029,
3544653,291.4350500,38.6304300,-4.000e-4,-0.016,0,6534,4.333,-0.252,0.133,0.413,1.219,
3544657,291.4360500,38.6707400,-0.008,-0.002,0,6145,4.795,0.124,0.136,0.423,0.678,
3544662,291.4377300,38.6353500,-0.008,0.003,0,11618,5.605,-0.074,0.171,0.529,0.337,
3544673,291.4402910,38.6087000,-0.011,0.006,0,5697,4.590,-0.203,0.160,0.496,0.857,
3544695,291.4468700,38.6079100,0.002,0.002,0,5518,4.529,0.150,0.152,0.472,0.912,
3544709,291.4516290,38.6142760,-0.010,0.017,0,,,,,,,
3544731,291.4613400,38.6792500,-0.015,-0.013,0,6080,4.322,-0.301,0.057,0.178,1.211,
3544774,291.4717200,38.6185600,0.006,-0.006,0,4215,4.633,-0.409,0.070,0.216,0.617,
3544778,291.4724900,38.6438300,0.003,-0.005,0,5491,5.014,-0.021,0.111,0.344,0.491,
3544785,291.4743300,38.6471600,0.003,0.008,0,5680,4.903,-0.031,0.087,0.270,0.577,
3544826,291.4836500,38.6388300,0.015,-0.027,0,5549,4.645,0.455,0.153,0.475,0.791,
3544834,291.4871400,38.6699100,0.007,-0.001,0,5234,4.933,-0.062,0.093,0.289,0.528,
3544852,291.4967100,38.6444100,-0.005,-0.004,0,6146,4.436,-0.151,0.150,0.464,1.057,
3544875,291.5019000,38.6493200,0.007,0.014,0,5529,4.846,-0.049,0.054,0.167,0.612,
3544878,291.5029200,38.6952800,0.002,-0.018,0,6284,4.594,-0.027,0.106,0.329,0.877,
3544887,291.5059100,38.6702600,9.000e-4,0.004,0,4936,3.298,0.036,0.156,0.482,4.418,
3544895,291.5086910,38.6933100,-0.008,-6.000e-4,0,5608,4.893,-0.084,0.060,0.186,0.581,
3544900,291.5102100,38.6761900,0.001,-0.002,0,4559,4.544,0.217,0.087,0.270,0.775,
3544956,291.5281200,38.6543900,0.000,0.000,0,6423,4.463,-0.108,0.144,0.446,1.035,
3544959,291.5284100,38.6692200,0.029,-0.003,0,5178,4.840,0.166,0.109,0.339,0.591,
3544989,291.5359500,38.6383600,0.001,0.003,0,5499,4.865,-0.064,0.106,0.328,0.595,
3545002,291.5397900,38.6601400,-0.006,0.003,0,4844,4.613,-0.388,0.105,0.326,0.750,
3545004,291.5400000,38.6062300,-0.002,-0.016,0,5320,4.598,-0.559,0.139,0.430,0.820,
3545016,291.5448300,38.6235400,0.002,-0.005,0,6291,4.372,-0.267,0.171,0.529,1.150,
3545019,291.5459900,38.6338400,-0.009,-0.002,0,6004,4.684,-0.171,0.165,0.512,0.774,
3545046,291.5514300,38.6621200,-0.003,-0.006,0,4966,4.552,-1.200,0.131,0.405,0.834,
3545048,291.5529390,38.6128400,0.001,-9.000e-4,0,11140,4.031,0.054,0.269,0.834,2.568,
3545061,291.5551400,38.6908800,0.012,0.006,0,6206,4.740,-0.282,0.169,0.525,0.729,
3545114,291.5675210,38.6871800,7.000e-4,0.012,0,4668,4.520,-1.111,0.050,0.155,0.820,
3545135,291.5742300,38.6559500,-0.015,0.001,0,5693,4.458,-0.595,0.058,0.180,1.008,
3545147,291.5771300,38.6425400,0.005,0.002,0,4737,2.633,0.154,0.114,0.353,9.581,
3545158,291.5808000,38.6016200,0.005,-0.002,0,6176,4.716,-0.056,0.152,0.471,0.750,
3545170,291.5848100,38.6628900,-0.010,0.001,0,6460,4.639,-0.243,0.134,0.415,0.834,
3545175,291.5853710,38.6770100,0.020,0.003,0,5949,4.521,0.321,0.166,0.515,0.944,
3545186,291.5894790,38.6480800,-0.005,0.001,0,6348,4.499,-0.400,0.111,0.346,0.987,
3545227,291.5998500,38.6223200,-0.018,0.012,0,6024,4.337,-0.493,0.135,0.420,1.187,
3545235,291.6014400,38.6616500,0.005,0.005,0,5082,3.650,-0.520,0.125,0.386,2.832,
3545240,291.6025310,38.6693600,0.028,0.016,0,5212,4.505,0.204,0.128,0.397,0.913,
3545251,291.6058800,38.6042500,0.000,0.000,0,5568,4.608,0.057,0.151,0.467,0.830,
3545377,291.6370290,38.6383300,6.000e-4,-0.002,0,5942,4.423,-0.358,0.166,0.514,1.064,
3545394,291.6406800,38.6040400,0.008,0.006,0,5659,4.572,-0.395,0.159,0.492,0.874,
3545413,291.6466400,38.6667800,-0.006,0.006,0,5085,4.538,-0.409,0.145,0.449,0.865,
3545427,291.6501600,38.6833700,4.000e-4,-0.003,0,5078,4.701,-0.198,0.083,0.259,0.700,
3545443,291.6535500,38.6531700,0.004,0.006,0,5613,4.731,-0.173,0.143,0.443,0.714,
3545457,291.6584030,38.6313140,-0.002,-7.000e-4,0,,,,,,,
3545458,291.6585900,38.6983700,-0.032,0.011,0,6174,4.189,-0.236,0.141,0.438,1.439,
3545478,291.6641910,38.6192540,-0.009,-0.014,0,,,,,,,
3545519,291.6737000,38.6808000,0.006,-0.007,0,5686,4.763,-0.180,0.113,0.350,0.688,
3545520,291.6739800,38.6048100,0.017,0.010,0,4754,3.092,-0.140,0.181,0.561,5.655,
3545533,291.6772200,38.6626300,0.000,0.000,0,5820,4.634,-0.198,0.157,0.487,0.816,
3545563,291.6853910,38.6434900,0.007,9.000e-4,0,5664,4.710,-0.251,0.114,0.354,0.736,
3545583,291.6910310,38.6149900,9.000e-4,-0.007,0,5973,4.403,-0.680,0.162,0.503,1.091,
3545590,291.6932600,38.6124900,0.000,0.000,0,6173,4.563,-0.461,0.178,0.552,0.906,
3545592,291.6937200,38.6339700,0.004,0.008,0,5617,4.676,-0.600,0.108,0.336,0.766,
3545593,291.6937800,38.6940500,0.013,-0.019,0,4414,4.441,-0.136,0.053,0.165,0.871,
3545626,291.7004800,38.6951300,0.006,0.002,0,6072,4.448,-0.137,0.174,0.540,1.038,
3545652,291.7057800,38.6772200,0.000,0.000,0,5045,4.571,-0.813,0.137,0.426,0.825,
3545661,291.7079100,38.6302500,-0.002,-0.005,0,6270,4.240,-0.236,0.189,0.585,1.352,
3545682,291.7123800,38.6181700,0.009,-1.000e-4,0,5693,4.474,-0.565,0.150,0.465,0.988,
3545694,291.7151100,38.6780900,-0.002,0.009,0,4998,4.543,-0.210,0.129,0.399,0.849,
3545703,291.7176710,38.6518200,-0.003,-0.011,0,5626,4.431,-0.391,0.115,0.358,1.038,
3545753,291.7271510,38.6895900,-0.007,-0.021,0,5898,4.136,-0.497,0.058,0.180,1.524,
3545811,291.7439210,38.6938700,-0.042,0.009,0,5453,4.078,-0.147,0.155,0.481,1.615,
3545822,291.7470600,38.6126700,0.007,0.002,0,5652,4.253,-0.800,0.118,0.365,1.296,
3545831,291.7491090,38.6427200,1.000e-4,-0.012,0,6328,4.227,-0.225,0.089,0.274,1.377,
3545832,291.7491900,38.6013100,-0.004,0.005,0,5192,4.513,0.040,0.125,0.386,0.902,
3545840,291.7520300,38.6625400,0.003,0.007,0,6493,4.151,-0.034,0.068,0.211,1.532,
3545842,291.7529300,38.6887800,0.015,0.003,0,5077,3.939,-0.434,0.154,0.478,1.929,
3545924,291.7723200,38.6955500,-0.005,-0.001,0,5580,4.578,-0.406,0.137,0.425,0.862,
3546046,291.8050700,38.6479800,-0.006,-0.007,0,4981,3.138,0.420,0.137,0.425,5.371,
3546052,291.8059500,38.6439200,-0.010,-0.016,0,5979,4.464,0.159,0.113,0.352,1.014,
3546061,291.8081400,38.6386700,-0.004,-0.004,0,4771,2.337,0.427,0.163,0.506,13.510,
3546090,291.8167610,38.6527300,0.000,0.000,0,5603,4.393,0.048,0.170,0.527,1.086,
3546159,291.8340710,38.6005100,0.014,-0.006,0,5214,4.751,-0.376,0.110,0.340,0.666,
3546192,291.8445300,38.6694500,0.000,0.000,0,5048,4.544,-0.461,0.124,0.384,0.854,
3546256,291.8624700,38.6679800,0.002,0.029,0,6355,4.348,-0.150,0.106,0.328,1.188,
3546258,291.8627300,38.6138600,0.004,-0.006,0,4602,2.672,0.226,0.182,0.565,9.145,
3546264,291.8633810,38.6317000,-0.007,-0.010,0,6377,4.658,0.030,0.185,0.573,0.812,
3546285,291.8683400,38.6456200,0.004,0.001,0,6065,4.544,-0.116,0.157,0.486,0.922,
3546318,291.8761700,38.6105100,0.026,-0.005,0,5943,4.426,-0.205,0.130,0.403,1.060,
3546326,291.8791700,38.6036800,0.000,0.013,0,5661,4.529,-0.206,0.152,0.470,0.923,
3546341,291.8837100,38.6230100,0.006,0.002,0,5776,4.657,0.011,0.159,0.492,0.791,
3546343,291.8841900,38.6267800,-0.010,0.006,0,4953,3.218,-0.109,0.197,0.612,4.875,
3546381,291.8944310,38.6991300,0.000,0.000,0,5181,4.624,-0.250,0.141,0.436,0.782,
3546390,291.8959800,38.6767700,0.000,0.000,0,5278,4.516,0.164,0.139,0.430,0.905,
3546402,291.8985900,38.6240200,-0.012,0.004,0,5925,4.554,-0.177,0.146,0.451,0.906,
3546403,291.8986700,38.6438600,-0.020,-0.026,0,6018,4.227,-0.513,0.138,0.426,1.361,
3546406,291.9002800,38.6363700,0.006,0.002,0,5937,4.488,-0.259,0.180,0.559,0.982,
3546428,291.9054320,38.6635340,-0.007,-0.005,0,,,,,,,
3546455,291.9137210,38.6007200,-0.022,-0.036,0,5475,4.745,-0.108,0.051,0.160,0.691,
3546464,291.9162300,38.6293600,-0.001,-0.003,0,5452,4.704,-0.046,0.098,0.304,0.727,
3546472,291.9192300,38.6993700,0.000,0.000,0,5461,5.035,-0.195,0.109,0.337,0.475,
3546479,291.9205910,38.6782900,0.000,0.000,0,5444,4.880,0.017,0.117,0.364,0.580,
3546523,291.9296210,38.6173600,-0.015,-0.031,0,4906,4.342,-0.926,0.125,0.386,1.090,
3546532,291.9314000,38.6947400,-0.002,0.015,0,5179,4.493,0.232,0.079,0.244,0.924,
3546537,291.9320900,38.6318800,-0.004,0.014,0,5466,4.803,-0.169,0.117,0.361,0.642,
3546540,291.9326600,38.6028500,-0.005,-0.012,0,5680,4.722,-0.479,0.082,0.255,0.725,
3546598,291.9474600,38.6741600,0.007,0.011,0,6065,4.438,-0.206,0.114,0.353,1.050,
3546627,291.9557810,38.6856800,-0.003,-0.008,0,5444,4.666,0.094,0.128,0.395,0.762,
3546631,291.9567000,38.6740300,-0.003,0.023,0,5438,4.800,-0.388,0.043,0.133,0.642,
3546641,291.9592700,38.6200300,0.002,-8.000e-4,0,5579,4.807,-0.441,0.075,0.233,0.647,
3546683,291.9684300,38.6088600,-0.008,0.010,0,5229,4.449,-0.585,0.112,0.347,0.982,
3546718,291.9800400,38.6964500,0.024,0.014,0,5083,4.560,-0.805,0.141,0.436,0.840,
3546735,291.9838310,38.6237700,0.005,0.011,0,6055,4.356,-0.468,0.134,0.416,1.161,
3546744,291.9856400,38.6919200,-0.005,-0.002,0,5395,4.838,-0.327,0.058,0.180,0.608,
3546765,291.9919500,38.6664700,0.001,-0.002,0,8229,4.019,-0.112,0.189,0.586,2.036,
3546821,292.0074200,38.6173300,0.005,0.010,0,5756,4.267,0.014,0.085,0.263,1.279,
3546892,292.0239110,38.6112000,0.004,-1.000e-4,0,6022,4.445,-0.257,0.153,0.475,1.039,
3546978,292.0452500,38.6799100,-7.000e-4,0.001,0,5456,4.933,-0.333,0.070,0.216,0.542,
3643228,290.7917400,38.7979000,-0.013,-0.010,0,5008,4.572,-0.837,0.133,0.412,0.820,
3643304,290.8159700,38.7537800,0.000,0.000,0,5196,4.533,-0.817,0.144,0.448,0.879,
3643325,290.8221410,38.7105200,-0.008,0.002,0,6186,4.341,-0.072,0.158,0.490,1.189,
3643329,290.8228200,38.7919000,0.004,-0.005,0,8041,3.847,-0.154,0.174,0.539,2.503,
3643343,290.8259210,38.7289300,-0.004,-0.004,0,5464,4.365,0.037,0.160,0.496,1.113,
3643372,290.8331100,38.7354800,-0.008,-0.007,0,5857,4.534,-0.006,0.166,0.515,0.925,
3643387,290.8352400,38.7128400,0.000,0.000,0,4602,3.199,-0.085,0.176,0.547,4.957,
3643390,290.8361600,38.7140500,0.000,0.000,0,5233,4.528,-0.496,0.136,0.423,0.888,
3643447,290.8533300,38.7712100,-0.006,0.003,0,4775,3.266,-0.685,0.143,0.443,4.587,
3643461,290.8575000,38.7263800,0.007,0.002,0,6096,4.357,-0.232,0.122,0.379,1.161,
3643466,290.8596900,38.7895300,0.030,0.030,0,5504,3.848,-0.075,0.138,0.429,2.195,
3643489,290.8660400,38.7716100,-0.008,-0.009,0,5514,4.362,-0.410,0.142,0.441,1.122,
3643644,290.9101700,38.7310400,0.001,-0.011,0,5403,4.435,0.073,0.158,0.490,1.015,
3643774,290.9470600,38.7770100,-0.001,0.014,0,5889,3.874,0.439,0.048,0.150,2.143,
3643799,290.9549900,38.7148300,9.000e-4,-0.003,0,6197,4.351,-0.049,0.065,0.200,1.174,
3643949,290.9976000,38.7842300,-0.006,-0.020,0,4624,4.405,0.398,0.109,0.339,0.956,
3643951,290.9978100,38.7137400,-0.002,0.002,0,6064,4.421,0.015,0.100,0.311,1.072,
3643968,291.0045900,38.7455700,-0.004,0.003,0,6272,4.546,-0.011,0.125,0.389,0.928,
3643973,291.0055200,38.7638300,-0.002,-7.000e-4,0,5872,4.785,-0.063,0.147,0.456,0.677,
3643987,291.0087000,38.7740400,-0.008,-0.002,0,6208,4.682,0.237,0.172,0.534,0.783,
3643993,291.0109010,38.7058200,-0.002,-0.009,0,6063,4.691,0.006,0.136,0.422,0.769,
3644107,291.0403800,38.7867100,0.000,0.000,0,6359,4.143,-0.123,0.126,0.391,1.537,
3644109,291.0408200,38.7857900,0.000,0.000,0,6432,4.185,-0.098,0.117,0.362,1.462,
3644116,291.0447410,38.7169600,-7.000e-4,-0.003,0,7501,4.107,0.310,0.095,0.296,1.714,
3644128,291.0487700,38.7820600,0.003,-0.002,0,6731,4.431,0.042,0.113,0.351,1.090,
3644159,291.0596900,38.7372000,0.000,0.000,0,4804,3.262,0.217,0.174,0.539,4.615,
3644208,291.0729800,38.7385600,-0.002,0.009,0,5804,4.639,-0.117,0.160,0.495,0.810,
3644215,291.0747500,38.7491200,-0.003,0.002,0,6181,4.728,-0.106,0.136,0.423,0.739,
3644223,291.0770100,38.7880700,-0.009,-0.029,0,5043,2.515,0.192,0.109,0.338,11.053,
3644224,291.0779200,38.7341800,0.004,0.006,0,5846,5.042,-0.064,0.090,0.279,0.489,
3644256,291.0891800,38.7464700,-0.013,0.017,0,6078,4.500,-0.255,0.089,0.275,0.974,
3644304,291.1027610,38.7281500,-0.004,0.004,0,5542,4.988,-0.027,0.109,0.337,0.511,
3644343,291.1132200,38.7099600,0.010,0.014,0,6258,4.509,-0.084,0.172,0.534,0.971,
3644360,291.1179390,38.7168500,-0.003,0.010,0,6038,4.495,-0.155,0.119,0.368,0.978,
3644369,291.1192890,38.7334400,-0.004,-0.008,0,4963,4.712,-0.574,0.083,0.258,0.677,
3644400,291.1292700,38.7657900,-0.004,0.013,0,6464,3.783,-0.538,0.120,0.373,2.463,
3644539,291.1702610,38.7114900,0.009,-0.003,0,6182,4.183,-0.129,0.075,0.232,1.449,
3644542,291.1705800,38.7652100,-0.003,2.000e-4,0,8075,3.626,-0.091,0.077,0.239,3.361,0.002
3644649,291.1997100,38.7113300,-0.003,-0.006,0,5070,4.909,-0.233,0.060,0.187,0.534,
3644715,291.2208900,38.7071900,-0.004,0.010,0,5194,4.954,-0.306,0.089,0.275,0.511,
3644781,291.2395000,38.7474400,-0.002,0.004,0,6090,4.353,-0.264,0.157,0.486,1.167,
3644863,291.2603400,38.7473600,0.000,0.000,0,6149,4.381,-0.401,0.128,0.397,1.130,
3644930,291.2747400,38.7744400,0.002,-0.002,0,5557,4.495,-0.306,0.085,0.264,0.954,
3644958,291.2827500,38.7556600,-0.004,0.003,0,4826,3.459,-0.741,0.070,0.217,3.603,
3644979,291.2890500,38.7152700,-0.007,-0.011,0,5491,4.954,-0.135,0.091,0.281,0.531,
3645003,291.2937900,38.7307900,9.000e-4,-0.002,0,5937,4.537,-0.170,0.143,0.443,0.924,
3645057,291.3062840,38.7718870,-0.004,-0.010,0,,,,,,,
3645077,291.3132710,38.7588100,0.000,0.000,0,5631,4.745,-0.120,0.138,0.429,0.703,
3645152,291.3286500,38.7206100,0.000,0.000,0,5599,4.620,-0.303,0.145,0.449,0.820,
3645182,291.3354000,38.7379900,-0.006,-0.005,0,4896,4.288,-0.506,0.136,0.422,1.170,
3645188,291.3373700,38.7920700,0.000,0.000,0,5370,4.580,0.033,0.142,0.441,0.843,
3645193,291.3387200,38.7797400,-0.019,-0.003,0,5847,4.422,-0.473,0.094,0.293,1.060,
3645213,291.3429000,38.7115500,0.000,0.000,0,5548,4.839,-0.252,0.127,0.394,0.618,
3645232,291.3475800,38.7859600,-0.012,-0.005,0,4558,2.105,-0.171,0.191,0.592,17.678,
3645249,291.3522300,38.7769400,0.000,0.000,0,5580,4.613,-0.167,0.127,0.395,0.826,
3645265,291.3554700,38.7227800,0.000,0.000,0,6065,4.787,0.074,0.159,0.493,0.683,
3645282,291.3591110,38.7189100,0.000,0.000,0,5408,4.456,0.023,0.112,0.346,0.988,
3645335,291.3707600,38.7588900,0.000,0.000,0,5330,4.414,0.275,0.139,0.431,1.035,
3645338,291.3717900,38.7797800,1.000e-4,0.003,0,5756,4.383,0.243,0.132,0.408,1.108,
3645345,291.3743510,38.7005200,-0.007,0.002,0,5012,3.132,-0.034,0.183,0.568,5.413,
3645353,291.3759900,38.7511800,0.005,0.005,0,6076,4.487,-0.109,0.162,0.501,0.989,
3645411,291.3931500,38.7997800,0.011,0.010,0,4681,3.905,0.546,0.125,0.389,1.992,
3645414,291.3941400,38.7225200,0.020,-0.021,0,4984,3.525,0.073,0.168,0.520,3.320,
3645430,291.3975300,38.7419000,0.000,0.000,0,5930,4.560,-0.002,0.163,0.505,0.899,
3645459,291.4078700,38.7877800,0.000,0.000,0,6336,4.555,0.006,0.179,0.555,0.921,
3645502,291.4166700,38.7259600,-0.012,0.026,0,5731,4.538,-0.069,0.104,0.321,0.915,
3645519,291.4205210,38.7176700,0.002,-0.001,0,5300,4.288,-0.226,0.142,0.441,1.212,
3645530,291.4221790,38.7555700,7.000e-4,0.010,0,5700,4.572,-0.235,0.161,0.499,0.876,
3645533,291.4234400,38.7601400,-0.004,-0.030,0,5581,4.399,-0.051,0.093,0.289,1.076,
3645568,291.4331100,38.7782200,-0.005,-0.002,0,5686,4.506,-0.178,0.148,0.458,0.950,
3645589,291.4379900,38.7641700,-0.001,0.012,0,4862,3.024,0.493,0.166,0.515,6.146,
3645639,291.4507200,38.7644900,0.000,0.000,0,6045,4.698,0.113,0.150,0.465,0.762,
3645649,291.4537610,38.7454000,-0.004,0.004,0,4857,4.060,0.053,0.121,0.375,1.612,
3645658,291.4546310,38.7018200,-0.005,0.003,0,6136,4.557,-0.145,0.152,0.472,0.910,
3645684,291.4624010,38.7215700,0.000,0.000,0,5855,4.764,-0.038,0.097,0.299,0.695,
3645733,291.4733600,38.7547400,0.000,0.000,0,5955,4.658,0.013,0.127,0.393,0.797,
3645753,291.4829700,38.7985900,0.003,-0.014,0,5825,4.461,0.011,0.170,0.528,1.010,
3645778,291.4898100,38.7856800,-0.006,-0.002,0,5769,4.570,-0.049,0.124,0.385,0.882,
3645789,291.4929110,38.7709200,0.014,0.011,0,5577,4.157,0.159,0.094,0.291,1.464,
3645863,291.5112300,38.7096300,0.000,0.000,0,7403,4.170,-0.074,0.197,0.612,1.570,
3645884,291.5155200,38.7778900,0.002,-0.014,0,5952,4.498,-0.169,0.122,0.378,0.971,
3645924,291.5236400,38.7062100,-0.007,0.002,0,5248,4.832,0.207,0.119,0.370,0.603,
3645936,291.5265300,38.7411700,-0.006,-0.006,0,6101,4.699,0.173,0.151,0.468,0.762,
3645950,291.5298300,38.7274800,0.011,-0.011,0,5529,4.949,0.154,0.115,0.357,0.537,
3645962,291.5329400,38.7082100,-0.015,-0.024,0,6271,4.465,-0.181,0.157,0.486,1.025,
3645967,291.5341800,38.7720800,-0.003,-0.013,0,5746,4.471,-0.074,0.156,0.482,0.995,
3646006,291.5430200,38.7449100,0.002,-0.012,0,5398,4.806,-0.530,0.087,0.270,0.634,
3646025,291.5481000,38.7388200,0.008,-3.000e-4,0,6248,4.709,-0.163,0.173,0.536,0.759,
3646034,291.5496600,38.7294500,0.000,0.000,0,4435,4.481,-0.882,0.099,0.307,0.826,
3646055,291.5538000,38.7753900,0.000,0.000,0,5569,4.542,-0.096,0.137,0.425,0.901,
3646069,291.5571800,38.7653400,0.005,0.005,0,5321,4.676,-0.214,0.113,0.349,0.742,
3646112,291.5670710,38.7384400,-0.009,0.004,0,3926,2.300,0.196,0.124,0.385,14.007,
3646127,291.5725910,38.7768800,-0.005,-0.010,0,4773,3.170,-0.333,0.168,0.520,5.148,
3646145,291.5766230,38.7253240,-0.011,-0.019,0,,,,,,,
3646181,291.5861400,38.7628500,-0.004,-0.003,0,5940,4.490,-0.094,0.089,0.276,0.980,
3646201,291.5904300,38.7167400,-0.006,-0.012,0,6785,4.206,0.036,0.144,0.447,1.446,
3646260,291.6070010,38.7137480,0.002,0.010,0,,,,,,,
3646321,291.6266210,38.7766600,-0.009,-0.001,0,6413,4.125,-0.366,0.179,0.555,1.577,
3646351,291.6350210,38.7679000,-2.000e-4,0.002,0,5762,4.534,-0.304,0.129,0.401,0.921,
3646372,291.6410290,38.7623000,0.006,0.008,0,5183,4.470,-0.505,0.147,0.454,0.952,
